"","gene_id","gene_type","gene_short_name","chr"
"ENSMUSG00000026031","ENSMUSG00000026031","protein_coding","Cflar","chr1"
"ENSMUSG00000026029","ENSMUSG00000026029","protein_coding","Casp8","chr1"
"ENSMUSG00000026028","ENSMUSG00000026028","protein_coding","Trak2","chr1"
"ENSMUSG00000026027","ENSMUSG00000026027","protein_coding","Stradb","chr1"
"ENSMUSG00000047383","ENSMUSG00000047383","lincRNA","Als2cr11b","chr1"
"ENSMUSG00000072295","ENSMUSG00000072295","protein_coding","Als2cr11","chr1"
"ENSMUSG00000038079","ENSMUSG00000038079","protein_coding","Tmem237","chr1"
"ENSMUSG00000079550","ENSMUSG00000079550","protein_coding","Mpp4","chr1"
"ENSMUSG00000026024","ENSMUSG00000026024","protein_coding","Als2","chr1"
"ENSMUSG00000026023","ENSMUSG00000026023","protein_coding","Cdk15","chr1"
"ENSMUSG00000099922","ENSMUSG00000099922","lincRNA","Gm29016","chr1"
"ENSMUSG00000041075","ENSMUSG00000041075","protein_coding","Fzd7","chr1"
"ENSMUSG00000097819","ENSMUSG00000097819","lincRNA","Gm26813","chr1"
"ENSMUSG00000047361","ENSMUSG00000047361","protein_coding","Gm973","chr1"
"ENSMUSG00000026021","ENSMUSG00000026021","protein_coding","Sumo1","chr1"
"ENSMUSG00000026020","ENSMUSG00000026020","protein_coding","Nop58","chr1"
"ENSMUSG00000067336","ENSMUSG00000067336","protein_coding","Bmpr2","chr1"
"ENSMUSG00000041040","ENSMUSG00000041040","protein_coding","Fam117b","chr1"
"ENSMUSG00000026018","ENSMUSG00000026018","protein_coding","Ica1l","chr1"
"ENSMUSG00000026019","ENSMUSG00000026019","protein_coding","Wdr12","chr1"
"ENSMUSG00000026017","ENSMUSG00000026017","protein_coding","Carf","chr1"
"ENSMUSG00000073664","ENSMUSG00000073664","protein_coding","Nbeal1","chr1"
"ENSMUSG00000049439","ENSMUSG00000049439","protein_coding","Cyp20a1","chr1"
"ENSMUSG00000026782","ENSMUSG00000026782","protein_coding","Abi2","chr1"
"ENSMUSG00000026014","ENSMUSG00000026014","protein_coding","Raph1","chr1"
"ENSMUSG00000026012","ENSMUSG00000026012","protein_coding","Cd28","chr1"
"ENSMUSG00000086795","ENSMUSG00000086795","lincRNA","Gm11579","chr1"
"ENSMUSG00000085965","ENSMUSG00000085965","lincRNA","2310016D23Rik","chr1"
"ENSMUSG00000026011","ENSMUSG00000026011","protein_coding","Ctla4","chr1"
"ENSMUSG00000026009","ENSMUSG00000026009","protein_coding","Icos","chr1"
"ENSMUSG00000100893","ENSMUSG00000100893","lincRNA","Gm28083","chr1"
"ENSMUSG00000085248","ENSMUSG00000085248","lincRNA","Gm11587","chr1"
"ENSMUSG00000085447","ENSMUSG00000085447","lincRNA","9530026F06Rik","chr1"
"ENSMUSG00000086408","ENSMUSG00000086408","lincRNA","Gm11588","chr1"
"ENSMUSG00000100965","ENSMUSG00000100965","lincRNA","Gm28449","chr1"
"ENSMUSG00000086009","ENSMUSG00000086009","lincRNA","4930587A21Rik","chr1"
"ENSMUSG00000052062","ENSMUSG00000052062","protein_coding","Pard3b","chr1"
"ENSMUSG00000025969","ENSMUSG00000025969","protein_coding","Nrp2","chr1"
"ENSMUSG00000100426","ENSMUSG00000100426","lincRNA","Gm4208","chr1"
"ENSMUSG00000040865","ENSMUSG00000040865","protein_coding","Ino80d","chr1"
"ENSMUSG00000084799","ENSMUSG00000084799","lincRNA","Ino80dos","chr1"
"ENSMUSG00000101599","ENSMUSG00000101599","lincRNA","Gm20342","chr1"
"ENSMUSG00000025968","ENSMUSG00000025968","protein_coding","Ndufs1","chr1"
"ENSMUSG00000025967","ENSMUSG00000025967","protein_coding","Eef1b2","chr1"
"ENSMUSG00000046856","ENSMUSG00000046856","protein_coding","Gpr1","chr1"
"ENSMUSG00000087561","ENSMUSG00000087561","lincRNA","Gm11608","chr1"
"ENSMUSG00000027520","ENSMUSG00000027520","protein_coding","Zdbf2","chr1"
"ENSMUSG00000025964","ENSMUSG00000025964","protein_coding","Adam23","chr1"
"ENSMUSG00000069085","ENSMUSG00000069085","protein_coding","Dytn","chr1"
"ENSMUSG00000025963","ENSMUSG00000025963","protein_coding","Mdh1b","chr1"
"ENSMUSG00000025962","ENSMUSG00000025962","protein_coding","Fastkd2","chr1"
"ENSMUSG00000025961","ENSMUSG00000025961","protein_coding","4933402D24Rik","chr1"
"ENSMUSG00000044689","ENSMUSG00000044689","lincRNA","Gm13749","chr1"
"ENSMUSG00000025959","ENSMUSG00000025959","protein_coding","Klf7","chr1"
"ENSMUSG00000097272","ENSMUSG00000097272","lincRNA","Gm26649","chr1"
"ENSMUSG00000101895","ENSMUSG00000101895","lincRNA","Gm28981","chr1"
"ENSMUSG00000025958","ENSMUSG00000025958","protein_coding","Creb1","chr1"
"ENSMUSG00000025956","ENSMUSG00000025956","protein_coding","Mettl21a","chr1"
"ENSMUSG00000101832","ENSMUSG00000101832","lincRNA","Gm28982","chr1"
"ENSMUSG00000100437","ENSMUSG00000100437","lincRNA","Gm29152","chr1"
"ENSMUSG00000070871","ENSMUSG00000070871","protein_coding","Ccnyl1","chr1"
"ENSMUSG00000045005","ENSMUSG00000045005","protein_coding","Fzd5","chr1"
"ENSMUSG00000051344","ENSMUSG00000051344","protein_coding","Plekhm3","chr1"
"ENSMUSG00000025955","ENSMUSG00000025955","protein_coding","Akr1cl","chr1"
"ENSMUSG00000070870","ENSMUSG00000070870","protein_coding","Cryge","chr1"
"ENSMUSG00000067299","ENSMUSG00000067299","protein_coding","Crygd","chr1"
"ENSMUSG00000025952","ENSMUSG00000025952","protein_coding","Crygc","chr1"
"ENSMUSG00000073658","ENSMUSG00000073658","protein_coding","Crygb","chr1"
"ENSMUSG00000044429","ENSMUSG00000044429","protein_coding","Cryga","chr1"
"ENSMUSG00000100846","ENSMUSG00000100846","protein_coding","Gm28845","chr1"
"ENSMUSG00000044816","ENSMUSG00000044816","protein_coding","D630023F18Rik","chr1"
"ENSMUSG00000025950","ENSMUSG00000025950","protein_coding","Idh1","chr1"
"ENSMUSG00000025949","ENSMUSG00000025949","protein_coding","Pikfyve","chr1"
"ENSMUSG00000025946","ENSMUSG00000025946","protein_coding","Pth2r","chr1"
"ENSMUSG00000025945","ENSMUSG00000025945","protein_coding","Crygf","chr1"
"ENSMUSG00000015222","ENSMUSG00000015222","protein_coding","Map2","chr1"
"ENSMUSG00000055567","ENSMUSG00000055567","protein_coding","Unc80","chr1"
"ENSMUSG00000026005","ENSMUSG00000026005","protein_coding","Rpe","chr1"
"ENSMUSG00000026004","ENSMUSG00000026004","protein_coding","Kansl1l","chr1"
"ENSMUSG00000026003","ENSMUSG00000026003","protein_coding","Acadl","chr1"
"ENSMUSG00000061816","ENSMUSG00000061816","protein_coding","Myl1","chr1"
"ENSMUSG00000026000","ENSMUSG00000026000","protein_coding","Lancl1","chr1"
"ENSMUSG00000025991","ENSMUSG00000025991","protein_coding","Cps1","chr1"
"ENSMUSG00000086204","ENSMUSG00000086204","lincRNA","Gm15668","chr1"
"ENSMUSG00000085075","ENSMUSG00000085075","lincRNA","Gm15669","chr1"
"ENSMUSG00000087329","ENSMUSG00000087329","lincRNA","Gm15671","chr1"
"ENSMUSG00000062209","ENSMUSG00000062209","protein_coding","Erbb4","chr1"
"ENSMUSG00000099804","ENSMUSG00000099804","lincRNA","Gm28497","chr1"
"ENSMUSG00000100354","ENSMUSG00000100354","lincRNA","Gm29113","chr1"
"ENSMUSG00000025997","ENSMUSG00000025997","protein_coding","Ikzf2","chr1"
"ENSMUSG00000053153","ENSMUSG00000053153","protein_coding","Spag16","chr1"
"ENSMUSG00000045648","ENSMUSG00000045648","protein_coding","Vwc2l","chr1"
"ENSMUSG00000026196","ENSMUSG00000026196","protein_coding","Bard1","chr1"
"ENSMUSG00000050296","ENSMUSG00000050296","protein_coding","Abca12","chr1"
"ENSMUSG00000026192","ENSMUSG00000026192","protein_coding","Atic","chr1"
"ENSMUSG00000026193","ENSMUSG00000026193","protein_coding","Fn1","chr1"
"ENSMUSG00000099707","ENSMUSG00000099707","lincRNA","Gm8883","chr1"
"ENSMUSG00000101211","ENSMUSG00000101211","lincRNA","Gm28818","chr1"
"ENSMUSG00000101848","ENSMUSG00000101848","lincRNA","4933417E11Rik","chr1"
"ENSMUSG00000101764","ENSMUSG00000101764","lincRNA","4930556G22Rik","chr1"
"ENSMUSG00000102123","ENSMUSG00000102123","lincRNA","Gm4319","chr1"
"ENSMUSG00000039395","ENSMUSG00000039395","protein_coding","Mreg","chr1"
"ENSMUSG00000097131","ENSMUSG00000097131","lincRNA","D230017M19Rik","chr1"
"ENSMUSG00000026189","ENSMUSG00000026189","protein_coding","Pecr","chr1"
"ENSMUSG00000026188","ENSMUSG00000026188","protein_coding","Tmem169","chr1"
"ENSMUSG00000026187","ENSMUSG00000026187","protein_coding","Xrcc5","chr1"
"ENSMUSG00000039372","ENSMUSG00000039372","protein_coding","March4","chr1"
"ENSMUSG00000039354","ENSMUSG00000039354","protein_coding","Smarcal1","chr1"
"ENSMUSG00000039342","ENSMUSG00000039342","protein_coding","Ankar","chr1"
"ENSMUSG00000046330","ENSMUSG00000046330","protein_coding","Rpl37a","chr1"
"ENSMUSG00000039323","ENSMUSG00000039323","protein_coding","Igfbp2","chr1"
"ENSMUSG00000026185","ENSMUSG00000026185","protein_coding","Igfbp5","chr1"
"ENSMUSG00000026182","ENSMUSG00000026182","protein_coding","Tnp1","chr1"
"ENSMUSG00000101112","ENSMUSG00000101112","lincRNA","Gm29185","chr1"
"ENSMUSG00000099877","ENSMUSG00000099877","lincRNA","Pinc","chr1"
"ENSMUSG00000101812","ENSMUSG00000101812","lincRNA","D530049I02Rik","chr1"
"ENSMUSG00000100444","ENSMUSG00000100444","lincRNA","C530043A13Rik","chr1"
"ENSMUSG00000100429","ENSMUSG00000100429","lincRNA","Gm29186","chr1"
"ENSMUSG00000100301","ENSMUSG00000100301","lincRNA","6030407O03Rik","chr1"
"ENSMUSG00000101344","ENSMUSG00000101344","lincRNA","Gm29183","chr1"
"ENSMUSG00000055322","ENSMUSG00000055322","protein_coding","Tns1","chr1"
"ENSMUSG00000061815","ENSMUSG00000061815","protein_coding","Rufy4","chr1"
"ENSMUSG00000026180","ENSMUSG00000026180","protein_coding","Cxcr2","chr1"
"ENSMUSG00000048480","ENSMUSG00000048480","protein_coding","Cxcr1","chr1"
"ENSMUSG00000006304","ENSMUSG00000006304","protein_coding","Arpc2","chr1"
"ENSMUSG00000064272","ENSMUSG00000064272","protein_coding","Gpbar1","chr1"
"ENSMUSG00000006299","ENSMUSG00000006299","protein_coding","Aamp","chr1"
"ENSMUSG00000026179","ENSMUSG00000026179","protein_coding","Pnkd","chr1"
"ENSMUSG00000006301","ENSMUSG00000006301","protein_coding","Tmbim1","chr1"
"ENSMUSG00000073650","ENSMUSG00000073650","protein_coding","Catip","chr1"
"ENSMUSG00000026177","ENSMUSG00000026177","protein_coding","Slc11a1","chr1"
"ENSMUSG00000026176","ENSMUSG00000026176","protein_coding","Ctdsp1","chr1"
"ENSMUSG00000026175","ENSMUSG00000026175","protein_coding","Vil1","chr1"
"ENSMUSG00000033364","ENSMUSG00000033364","protein_coding","Usp37","chr1"
"ENSMUSG00000026174","ENSMUSG00000026174","protein_coding","Cnot9","chr1"
"ENSMUSG00000026173","ENSMUSG00000026173","protein_coding","Plcd4","chr1"
"ENSMUSG00000026135","ENSMUSG00000026135","protein_coding","Zfp142","chr1"
"ENSMUSG00000026172","ENSMUSG00000026172","protein_coding","Bcs1l","chr1"
"ENSMUSG00000026171","ENSMUSG00000026171","protein_coding","Rnf25","chr1"
"ENSMUSG00000033276","ENSMUSG00000033276","protein_coding","Stk36","chr1"
"ENSMUSG00000033257","ENSMUSG00000033257","protein_coding","Ttll4","chr1"
"ENSMUSG00000026170","ENSMUSG00000026170","protein_coding","Cyp27a1","chr1"
"ENSMUSG00000006542","ENSMUSG00000006542","protein_coding","Prkag3","chr1"
"ENSMUSG00000033227","ENSMUSG00000033227","protein_coding","Wnt6","chr1"
"ENSMUSG00000026167","ENSMUSG00000026167","protein_coding","Wnt10a","chr1"
"ENSMUSG00000090071","ENSMUSG00000090071","protein_coding","Cdk5r2","chr1"
"ENSMUSG00000055197","ENSMUSG00000055197","protein_coding","Fev","chr1"
"ENSMUSG00000006546","ENSMUSG00000006546","protein_coding","Cryba2","chr1"
"ENSMUSG00000047021","ENSMUSG00000047021","protein_coding","Ccdc108","chr1"
"ENSMUSG00000006538","ENSMUSG00000006538","protein_coding","Ihh","chr1"
"ENSMUSG00000026162","ENSMUSG00000026162","protein_coding","Nhej1","chr1"
"ENSMUSG00000026205","ENSMUSG00000026205","protein_coding","Slc23a3","chr1"
"ENSMUSG00000033159","ENSMUSG00000033159","protein_coding","Cnppd1","chr1"
"ENSMUSG00000049339","ENSMUSG00000049339","protein_coding","Fam134a","chr1"
"ENSMUSG00000026197","ENSMUSG00000026197","protein_coding","Zfand2b","chr1"
"ENSMUSG00000026198","ENSMUSG00000026198","protein_coding","Abcb6","chr1"
"ENSMUSG00000033124","ENSMUSG00000033124","protein_coding","Atg9a","chr1"
"ENSMUSG00000026199","ENSMUSG00000026199","protein_coding","Ankzf1","chr1"
"ENSMUSG00000026200","ENSMUSG00000026200","protein_coding","Glb1l","chr1"
"ENSMUSG00000026201","ENSMUSG00000026201","protein_coding","Stk16","chr1"
"ENSMUSG00000026202","ENSMUSG00000026202","protein_coding","Tuba4a","chr1"
"ENSMUSG00000096094","ENSMUSG00000096094","protein_coding","A630095N17Rik","chr1"
"ENSMUSG00000026203","ENSMUSG00000026203","protein_coding","Dnajb2","chr1"
"ENSMUSG00000026204","ENSMUSG00000026204","protein_coding","Ptprn","chr1"
"ENSMUSG00000033061","ENSMUSG00000033061","protein_coding","Resp18","chr1"
"ENSMUSG00000026209","ENSMUSG00000026209","protein_coding","Dnpep","chr1"
"ENSMUSG00000026208","ENSMUSG00000026208","protein_coding","Des","chr1"
"ENSMUSG00000026207","ENSMUSG00000026207","protein_coding","Speg","chr1"
"ENSMUSG00000033021","ENSMUSG00000033021","protein_coding","Gmppa","chr1"
"ENSMUSG00000033007","ENSMUSG00000033007","protein_coding","Asic4","chr1"
"ENSMUSG00000032997","ENSMUSG00000032997","protein_coding","Chpf","chr1"
"ENSMUSG00000026211","ENSMUSG00000026211","protein_coding","Obsl1","chr1"
"ENSMUSG00000051703","ENSMUSG00000051703","protein_coding","Tmem198","chr1"
"ENSMUSG00000032968","ENSMUSG00000032968","protein_coding","Inha","chr1"
"ENSMUSG00000026213","ENSMUSG00000026213","protein_coding","Stk11ip","chr1"
"ENSMUSG00000006576","ENSMUSG00000006576","protein_coding","Slc4a3","chr1"
"ENSMUSG00000099996","ENSMUSG00000099996","lincRNA","Gm29065","chr1"
"ENSMUSG00000100827","ENSMUSG00000100827","lincRNA","Gm29069","chr1"
"ENSMUSG00000100553","ENSMUSG00000100553","lincRNA","Gm17751","chr1"
"ENSMUSG00000100534","ENSMUSG00000100534","lincRNA","Gm816","chr1"
"ENSMUSG00000026235","ENSMUSG00000026235","protein_coding","Epha4","chr1"
"ENSMUSG00000101849","ENSMUSG00000101849","lincRNA","Gm28386","chr1"
"ENSMUSG00000102052","ENSMUSG00000102052","lincRNA","Gm28387","chr1"
"ENSMUSG00000004872","ENSMUSG00000004872","protein_coding","Pax3","chr1"
"ENSMUSG00000032908","ENSMUSG00000032908","protein_coding","Sgpp2","chr1"
"ENSMUSG00000026245","ENSMUSG00000026245","protein_coding","Farsb","chr1"
"ENSMUSG00000090486","ENSMUSG00000090486","protein_coding","BC035947","chr1"
"ENSMUSG00000012187","ENSMUSG00000012187","protein_coding","Mogat1","chr1"
"ENSMUSG00000099364","ENSMUSG00000099364","lincRNA","5730419F03Rik","chr1"
"ENSMUSG00000100562","ENSMUSG00000100562","lincRNA","Gm29611","chr1"
"ENSMUSG00000032883","ENSMUSG00000032883","protein_coding","Acsl3","chr1"
"ENSMUSG00000079470","ENSMUSG00000079470","protein_coding","Utp14b","chr1"
"ENSMUSG00000099706","ENSMUSG00000099706","lincRNA","Gm29536","chr1"
"ENSMUSG00000047330","ENSMUSG00000047330","protein_coding","Kcne4","chr1"
"ENSMUSG00000101324","ENSMUSG00000101324","lincRNA","Gm29187","chr1"
"ENSMUSG00000050711","ENSMUSG00000050711","protein_coding","Scg2","chr1"
"ENSMUSG00000054702","ENSMUSG00000054702","protein_coding","Ap1s3","chr1"
"ENSMUSG00000073643","ENSMUSG00000073643","protein_coding","Wdfy1","chr1"
"ENSMUSG00000026248","ENSMUSG00000026248","protein_coding","Mrpl44","chr1"
"ENSMUSG00000026249","ENSMUSG00000026249","protein_coding","Serpine2","chr1"
"ENSMUSG00000099552","ENSMUSG00000099552","lincRNA","9830004L10Rik","chr1"
"ENSMUSG00000043230","ENSMUSG00000043230","protein_coding","Fam124b","chr1"
"ENSMUSG00000101257","ENSMUSG00000101257","lincRNA","2310015K22Rik","chr1"
"ENSMUSG00000004364","ENSMUSG00000004364","protein_coding","Cul3","chr1"
"ENSMUSG00000101722","ENSMUSG00000101722","lincRNA","Gm29125","chr1"
"ENSMUSG00000110100","ENSMUSG00000110100","protein_coding","Gm45261","chr1"
"ENSMUSG00000038608","ENSMUSG00000038608","protein_coding","Dock10","chr1"
"ENSMUSG00000054976","ENSMUSG00000054976","protein_coding","Nyap2","chr1"
"ENSMUSG00000055980","ENSMUSG00000055980","protein_coding","Irs1","chr1"
"ENSMUSG00000022591","ENSMUSG00000022591","protein_coding","Gm9747","chr1"
"ENSMUSG00000026142","ENSMUSG00000026142","protein_coding","Rhbdd1","chr1"
"ENSMUSG00000067158","ENSMUSG00000067158","protein_coding","Col4a4","chr1"
"ENSMUSG00000079465","ENSMUSG00000079465","protein_coding","Col4a3","chr1"
"ENSMUSG00000026150","ENSMUSG00000026150","protein_coding","Mff","chr1"
"ENSMUSG00000026149","ENSMUSG00000026149","protein_coding","Tm4sf20","chr1"
"ENSMUSG00000100170","ENSMUSG00000100170","lincRNA","Gm28942","chr1"
"ENSMUSG00000026159","ENSMUSG00000026159","protein_coding","Agfg1","chr1"
"ENSMUSG00000038496","ENSMUSG00000038496","protein_coding","Slc19a3","chr1"
"ENSMUSG00000100190","ENSMUSG00000100190","lincRNA","Krtap28-10","chr1"
"ENSMUSG00000101315","ENSMUSG00000101315","protein_coding","Krtap28-13","chr1"
"ENSMUSG00000026166","ENSMUSG00000026166","protein_coding","Ccl20","chr1"
"ENSMUSG00000053161","ENSMUSG00000053161","protein_coding","Daw1","chr1"
"ENSMUSG00000026163","ENSMUSG00000026163","protein_coding","Sphkap","chr1"
"ENSMUSG00000100580","ENSMUSG00000100580","lincRNA","4933436I20Rik","chr1"
"ENSMUSG00000045658","ENSMUSG00000045658","protein_coding","Pid1","chr1"
"ENSMUSG00000036766","ENSMUSG00000036766","protein_coding","Dner","chr1"
"ENSMUSG00000026219","ENSMUSG00000026219","protein_coding","Trip12","chr1"
"ENSMUSG00000073633","ENSMUSG00000073633","protein_coding","Fbxo36","chr1"
"ENSMUSG00000026220","ENSMUSG00000026220","protein_coding","Slc16a14","chr1"
"ENSMUSG00000052477","ENSMUSG00000052477","protein_coding","C130026I21Rik","chr1"
"ENSMUSG00000089844","ENSMUSG00000089844","protein_coding","A530032D15Rik","chr1"
"ENSMUSG00000073631","ENSMUSG00000073631","protein_coding","Gm10553","chr1"
"ENSMUSG00000089652","ENSMUSG00000089652","lincRNA","Gm16025","chr1"
"ENSMUSG00000089714","ENSMUSG00000089714","lincRNA","Gm16092","chr1"
"ENSMUSG00000094127","ENSMUSG00000094127","protein_coding","G530012D18Rik","chr1"
"ENSMUSG00000070034","ENSMUSG00000070034","protein_coding","Sp110","chr1"
"ENSMUSG00000070031","ENSMUSG00000070031","protein_coding","Sp140","chr1"
"ENSMUSG00000026222","ENSMUSG00000026222","protein_coding","Sp100","chr1"
"ENSMUSG00000052760","ENSMUSG00000052760","protein_coding","A630001G21Rik","chr1"
"ENSMUSG00000100217","ENSMUSG00000100217","lincRNA","9930111H07Rik","chr1"
"ENSMUSG00000036707","ENSMUSG00000036707","protein_coding","Cab39","chr1"
"ENSMUSG00000026223","ENSMUSG00000026223","protein_coding","Itm2c","chr1"
"ENSMUSG00000026224","ENSMUSG00000026224","protein_coding","4933407L21Rik","chr1"
"ENSMUSG00000049608","ENSMUSG00000049608","protein_coding","Gpr55","chr1"
"ENSMUSG00000100108","ENSMUSG00000100108","lincRNA","Gm28100","chr1"
"ENSMUSG00000026226","ENSMUSG00000026226","protein_coding","Spata3","chr1"
"ENSMUSG00000026227","ENSMUSG00000026227","protein_coding","2810459M11Rik","chr1"
"ENSMUSG00000026229","ENSMUSG00000026229","protein_coding","Psmd1","chr1"
"ENSMUSG00000026228","ENSMUSG00000026228","protein_coding","Htr2b","chr1"
"ENSMUSG00000094638","ENSMUSG00000094638","protein_coding","Gm21972","chr1"
"ENSMUSG00000062590","ENSMUSG00000062590","protein_coding","Armc9","chr1"
"ENSMUSG00000079445","ENSMUSG00000079445","protein_coding","B3gnt7","chr1"
"ENSMUSG00000026234","ENSMUSG00000026234","protein_coding","Ncl","chr1"
"ENSMUSG00000026237","ENSMUSG00000026237","protein_coding","Nmur1","chr1"
"ENSMUSG00000036574","ENSMUSG00000036574","protein_coding","1700019O17Rik","chr1"
"ENSMUSG00000026238","ENSMUSG00000026238","protein_coding","Ptma","chr1"
"ENSMUSG00000026239","ENSMUSG00000026239","protein_coding","Pde6d","chr1"
"ENSMUSG00000026240","ENSMUSG00000026240","protein_coding","Cops7b","chr1"
"ENSMUSG00000026241","ENSMUSG00000026241","protein_coding","Nppc","chr1"
"ENSMUSG00000053333","ENSMUSG00000053333","protein_coding","Dis3l2","chr1"
"ENSMUSG00000101625","ENSMUSG00000101625","lincRNA","Gm29371","chr1"
"ENSMUSG00000026246","ENSMUSG00000026246","protein_coding","Alppl2","chr1"
"ENSMUSG00000079440","ENSMUSG00000079440","protein_coding","Alpi","chr1"
"ENSMUSG00000036500","ENSMUSG00000036500","protein_coding","Akp3","chr1"
"ENSMUSG00000099839","ENSMUSG00000099839","lincRNA","Gm29374","chr1"
"ENSMUSG00000026247","ENSMUSG00000026247","protein_coding","Ecel1","chr1"
"ENSMUSG00000036480","ENSMUSG00000036480","protein_coding","Prss56","chr1"
"ENSMUSG00000026251","ENSMUSG00000026251","protein_coding","Chrnd","chr1"
"ENSMUSG00000026253","ENSMUSG00000026253","protein_coding","Chrng","chr1"
"ENSMUSG00000026254","ENSMUSG00000026254","protein_coding","Eif4e2","chr1"
"ENSMUSG00000026255","ENSMUSG00000026255","protein_coding","Efhd1","chr1"
"ENSMUSG00000048000","ENSMUSG00000048000","protein_coding","Gigyf2","chr1"
"ENSMUSG00000079436","ENSMUSG00000079436","protein_coding","Kcnj13","chr1"
"ENSMUSG00000026258","ENSMUSG00000026258","protein_coding","3110079O15Rik","chr1"
"ENSMUSG00000026259","ENSMUSG00000026259","protein_coding","Ngef","chr1"
"ENSMUSG00000079434","ENSMUSG00000079434","protein_coding","Neu2","chr1"
"ENSMUSG00000026288","ENSMUSG00000026288","protein_coding","Inpp5d","chr1"
"ENSMUSG00000026289","ENSMUSG00000026289","protein_coding","Atg16l1","chr1"
"ENSMUSG00000056055","ENSMUSG00000056055","protein_coding","Sag","chr1"
"ENSMUSG00000070738","ENSMUSG00000070738","protein_coding","Dgkd","chr1"
"ENSMUSG00000005501","ENSMUSG00000005501","protein_coding","Usp40","chr1"
